filenames,targets
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_58_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_58_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_66_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_66_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_66_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_66_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_66_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D#min_66_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_156_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_156_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_156_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_156_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_156_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_156_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_168_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_168_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_168_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_168_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_168_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_168_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_169_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_169_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_169_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_169_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_169_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_169_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_181_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_181_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_181_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_181_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_181_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_181_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_187_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_187_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_187_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_187_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_187_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D5_187_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_205_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_205_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_205_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_205_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_205_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_205_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_213_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_213_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_213_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_213_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_213_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_213_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_221_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_221_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_221_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_221_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_221_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_221_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_233_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_233_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_233_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_233_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_233_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,D7_233_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_239_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_239_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_239_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_239_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_239_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_239_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_256_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_256_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_256_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_256_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_256_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_256_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_270_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_270_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_270_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_270_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_270_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dhdim7_270_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_113_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_113_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_113_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_113_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_113_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_113_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_88_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_88_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_88_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_88_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_88_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_88_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_93_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_93_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_93_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_93_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_93_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj7_93_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_10_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_10_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_10_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_10_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_10_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_10_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_18_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_18_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_18_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_18_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_18_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_18_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_26_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_26_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_26_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_26_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_26_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_26_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_38_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_38_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_38_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_38_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_38_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmaj_38_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_127_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_127_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_127_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_127_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_127_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_127_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_135_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_135_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_135_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_135_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_135_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_135_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_143_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_143_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_143_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_143_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_143_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_143_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_155_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_155_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_155_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_155_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_155_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin7_155_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_49_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_49_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_49_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_49_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_49_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_49_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_57_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_57_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_57_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_57_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_57_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_57_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_65_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_65_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_65_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_65_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_65_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_65_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_77_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_77_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_77_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_77_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_77_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Dmin_77_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_158_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_158_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_158_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_158_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_158_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_158_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_171_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_171_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_171_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_171_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_171_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_171_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_189_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_189_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_189_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_189_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_189_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E5_189_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_195_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_195_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_195_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_195_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_195_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_195_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_207_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_207_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_207_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_207_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_207_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_207_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_215_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_215_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_215_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_215_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_215_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_215_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_223_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_223_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_223_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_223_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_223_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,E7_223_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_241_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_241_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_241_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_241_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_241_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_241_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_258_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_258_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_258_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_258_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_258_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_258_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_260_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_260_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_260_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_260_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_260_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_260_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_272_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_272_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_272_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_272_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_272_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Ehdim7_272_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_115_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_115_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_115_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_115_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_115_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_115_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_78_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_78_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_78_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_78_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_78_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_78_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_90_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_90_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_90_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_90_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_90_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_90_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_95_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_95_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_95_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_95_3.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_95_4.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj7_95_5.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_0_0.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_0_1.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_0_2.wav
T:\IDMT-SMT-CHORDS\IDMT-SMT-CHORDS\guitar\Chords,Emaj_0_3.wav
